"","acct_id_code","merchant_code","score","offer"
"20541",42478,"M1883",0,"No"
"20542",42478,"M2168",0.06,"Yes"
"20543",42478,"M2203",0,"No"
"20544",42478,"M2493",0,"No"
"20545",42478,"M3123",0.06,"No"
"20546",42478,"M3126",0,"No"
"20547",42478,"M3172",0.53,"Yes"
"20548",42478,"M3342",0.03,"No"
"20549",42478,"M3437",0.23,"Yes"
"20550",42478,"M3456",0.27,"Yes"
"20551",42478,"M382",0.02,"No"
"20552",42478,"M3868",0.06,"Yes"
"20553",42490,"M1008",0,"No"
"20554",42490,"M1707",0,"No"
"20555",42490,"M1883",0,"No"
"20556",42490,"M2168",0.11,"Yes"
"20557",42490,"M2203",0,"No"
"20558",42490,"M2493",0,"No"
"20559",42490,"M3123",0.01,"No"
"20560",42490,"M3126",0,"No"
"20561",42490,"M3172",0.55,"Yes"
"20562",42490,"M3342",0.09,"Yes"
"20563",42490,"M3437",0.03,"No"
"20564",42490,"M3456",0.06,"Yes"
"20565",42490,"M382",0.09,"Yes"
"20566",42490,"M3868",0.03,"No"
"20567",42493,"M1008",0,"No"
"20568",42493,"M1707",0,"No"
"20569",42493,"M1883",0,"No"
"20570",42493,"M2168",0.29,"Yes"
"20571",42493,"M2203",0.01,"No"
"20572",42493,"M2493",0,"No"
"20573",42493,"M3123",0.02,"No"
"20574",42493,"M3126",0.01,"No"
"20575",42493,"M3172",0.49,"Yes"
"20576",42493,"M3342",0.13,"Yes"
"20577",42493,"M3437",0.01,"No"
"20578",42493,"M3456",0.06,"Yes"
"20579",42493,"M382",0,"No"
"20580",42493,"M3868",0.08,"Yes"
"20581",42517,"M1008",0.11,"Yes"
"20582",42517,"M1707",0.01,"No"
"20583",42517,"M1883",0.01,"No"
"20584",42517,"M2168",0.19,"Yes"
"20585",42517,"M2203",0,"No"
"20586",42517,"M2493",0.02,"No"
"20587",42517,"M3123",0.06,"No"
"20588",42517,"M3126",0.03,"No"
"20589",42517,"M3172",0.6,"Yes"
"20590",42517,"M3342",0.07,"No"
"20591",42517,"M3437",0.02,"No"
"20592",42517,"M3456",0.16,"Yes"
"20593",42517,"M382",0.24,"Yes"
"20594",42517,"M3868",0.02,"No"
"20595",42518,"M1008",0.02,"No"
"20596",42518,"M1707",0.01,"No"
"20597",42518,"M1883",0,"No"
"20598",42518,"M2168",0.57,"Yes"
"20599",42518,"M2203",0,"No"
"20600",42518,"M2493",0,"No"
"20601",42518,"M3123",0.23,"Yes"
"20602",42518,"M3126",0.01,"No"
"20603",42518,"M3172",0.24,"Yes"
"20604",42518,"M3342",0.01,"No"
"20605",42518,"M3437",0.09,"No"
"20606",42518,"M3456",0.39,"Yes"
"20607",42518,"M382",0.39,"Yes"
"20608",42518,"M3868",0.03,"No"
"20609",42559,"M1008",0.07,"Yes"
"20610",42559,"M1707",0,"No"
"20611",42559,"M1883",0,"No"
"20612",42559,"M2168",0.16,"Yes"
"20613",42559,"M2203",0,"No"
"20614",42559,"M2493",0,"No"
"20615",42559,"M3123",0.01,"No"
"20616",42559,"M3126",0.02,"No"
"20617",42559,"M3172",0.16,"Yes"
"20618",42559,"M3342",0.66,"Yes"
"20619",42559,"M3437",0,"No"
"20620",42559,"M3456",0.06,"No"
"20621",42559,"M382",0.02,"No"
"20622",42559,"M3868",0.27,"Yes"
"20623",42595,"M1008",0.11,"Yes"
"20624",42595,"M1707",0.01,"No"
"20625",42595,"M1883",0,"No"
"20626",42595,"M2168",0.14,"Yes"
"20627",42595,"M2203",0,"No"
"20628",42595,"M2493",0.01,"No"
"20629",42595,"M3123",0.26,"Yes"
"20630",42595,"M3126",0.01,"No"
"20631",42595,"M3172",0.18,"Yes"
"20632",42595,"M3342",0.06,"No"
"20633",42595,"M3437",0.05,"No"
"20634",42595,"M3456",0.26,"Yes"
"20635",42595,"M382",0.07,"No"
"20636",42595,"M3868",0.03,"No"
"20637",42612,"M1008",0,"No"
"20638",42612,"M1707",0,"No"
"20639",42612,"M1883",0.01,"No"
"20640",42612,"M2168",0.02,"Yes"
"20641",42612,"M2203",0,"No"
"20642",42612,"M2493",0,"No"
"20643",42612,"M3123",0.01,"No"
"20644",42612,"M3126",0,"No"
"20645",42612,"M3172",0.26,"Yes"
"20646",42612,"M3342",0.01,"No"
"20647",42612,"M3437",0.02,"Yes"
"20648",42612,"M3456",0.08,"Yes"
"20649",42612,"M382",0,"No"
"20650",42612,"M3868",0.06,"Yes"
"20651",42620,"M1008",0.03,"No"
"20652",42620,"M1707",0,"No"
"20653",42620,"M1883",0.01,"No"
"20654",42620,"M2168",0.69,"Yes"
"20655",42620,"M2203",0,"No"
"20656",42620,"M2493",0,"No"
"20657",42620,"M3123",0.05,"No"
"20658",42620,"M3126",0.02,"No"
"20659",42620,"M3172",0.57,"Yes"
"20660",42620,"M3342",0.66,"Yes"
"20661",42620,"M3437",0.41,"Yes"
"20662",42620,"M3456",0.19,"No"
"20663",42620,"M382",0.34,"Yes"
"20664",42620,"M3868",0.02,"No"
"20665",42637,"M1008",0,"No"
"20666",42637,"M1707",0.01,"No"
"20667",42637,"M1883",0,"No"
"20668",42637,"M2168",0.17,"Yes"
"20669",42637,"M2203",0,"No"
"20670",42637,"M2493",0,"No"
"20671",42637,"M3123",0.03,"No"
"20672",42637,"M3126",0,"No"
"20673",42637,"M3172",0.35,"Yes"
"20674",42637,"M3342",0.03,"No"
"20675",42637,"M3437",0.07,"Yes"
"20676",42637,"M3456",0.08,"Yes"
"20677",42637,"M382",0.01,"No"
"20678",42637,"M3868",0.08,"Yes"
"20679",42661,"M1008",0,"No"
"20680",42661,"M1707",0,"No"
"20681",42661,"M1883",0.04,"No"
"20682",42661,"M2168",0.46,"Yes"
"20683",42661,"M2203",0.01,"No"
"20684",42661,"M2493",0,"No"
"20685",42661,"M3123",0.02,"No"
"20686",42661,"M3126",0.01,"No"
"20687",42661,"M3172",0.18,"Yes"
"20688",42661,"M3342",0.16,"Yes"
"20689",42661,"M3437",0,"No"
"20690",42661,"M3456",0.06,"Yes"
"20691",42661,"M382",0.14,"Yes"
"20692",42661,"M3868",0.01,"No"
"20693",42679,"M1008",0,"No"
"20694",42679,"M1707",0,"No"
"20695",42679,"M1883",0,"No"
"20696",42679,"M2168",0.29,"Yes"
"20697",42679,"M2203",0,"No"
"20698",42679,"M2493",0,"No"
"20699",42679,"M3123",0.02,"No"
"20700",42679,"M3126",0,"No"
"20701",42679,"M3172",0.51,"Yes"
"20702",42679,"M3342",0.05,"Yes"
"20703",42679,"M3437",0.04,"No"
"20704",42679,"M3456",0.24,"Yes"
"20705",42679,"M382",0.03,"No"
"20706",42679,"M3868",0.07,"Yes"
"20707",42711,"M1008",0.01,"No"
"20708",42711,"M1707",0,"No"
"20709",42711,"M1883",0,"No"
"20710",42711,"M2168",0.62,"Yes"
"20711",42711,"M2203",0,"No"
"20712",42711,"M2493",0,"No"
"20713",42711,"M3123",0.09,"No"
"20714",42711,"M3126",0,"No"
"20715",42711,"M3172",0.56,"Yes"
"20716",42711,"M3342",0.01,"No"
"20717",42711,"M3437",0.03,"No"
"20718",42711,"M3456",0.14,"Yes"
"20719",42711,"M382",0.16,"Yes"
"20720",42711,"M3868",0.15,"Yes"
"20721",42731,"M1008",0,"No"
"20722",42731,"M1707",0.04,"No"
"20723",42731,"M1883",0,"No"
"20724",42731,"M2168",0.63,"Yes"
"20725",42731,"M2203",0,"No"
"20726",42731,"M2493",0,"No"
"20727",42731,"M3123",0.2,"Yes"
"20728",42731,"M3126",0.19,"Yes"
"20729",42731,"M3172",0.36,"Yes"
"20730",42731,"M3342",0.03,"No"
"20731",42731,"M3437",0.05,"No"
"20732",42731,"M3456",0.18,"No"
"20733",42731,"M382",0.01,"No"
"20734",42731,"M3868",0.6,"Yes"
"20735",42757,"M1008",0,"No"
"20736",42757,"M1707",0.06,"Yes"
"20737",42757,"M1883",0.02,"No"
"20738",42757,"M2168",0.17,"Yes"
"20739",42757,"M2203",0.01,"No"
"20740",42757,"M2493",0,"No"
"20741",42757,"M3123",0.03,"No"
"20742",42757,"M3126",0,"No"
"20743",42757,"M3172",0.42,"Yes"
"20744",42757,"M3342",0.52,"Yes"
"20745",42757,"M3437",0.04,"No"
"20746",42757,"M3456",0.04,"No"
"20747",42757,"M382",0.02,"No"
"20748",42757,"M3868",0.07,"Yes"
"20749",42759,"M1008",0.02,"No"
"20750",42759,"M1707",0.01,"No"
"20751",42759,"M1883",0.01,"No"
"20752",42759,"M2168",0.13,"No"
"20753",42759,"M2203",0,"No"
"20754",42759,"M2493",0,"No"
"20755",42759,"M3123",0.18,"Yes"
"20756",42759,"M3126",0.01,"No"
"20757",42759,"M3172",0.6,"Yes"
"20758",42759,"M3342",0.02,"No"
"20759",42759,"M3437",0.34,"Yes"
"20760",42759,"M3456",0.19,"Yes"
"20761",42759,"M382",0.22,"Yes"
"20762",42759,"M3868",0.02,"No"
"20763",42773,"M1008",0.05,"No"
"20764",42773,"M1707",0,"No"
"20765",42773,"M1883",0.02,"No"
"20766",42773,"M2168",0.6,"Yes"
"20767",42773,"M2203",0,"No"
"20768",42773,"M2493",0,"No"
"20769",42773,"M3123",0.23,"No"
"20770",42773,"M3126",0.03,"No"
"20771",42773,"M3172",0.14,"No"
"20772",42773,"M3342",0.12,"No"
"20773",42773,"M3437",0.4,"Yes"
"20774",42773,"M3456",0.48,"Yes"
"20775",42773,"M382",0.51,"Yes"
"20776",42773,"M3868",0.52,"Yes"
"20777",42775,"M1008",0.04,"No"
"20778",42775,"M1707",0,"No"
"20779",42775,"M1883",0,"No"
"20780",42775,"M2168",0.12,"Yes"
"20781",42775,"M2203",0,"No"
"20782",42775,"M2493",0,"No"
"20783",42775,"M3123",0.04,"No"
"20784",42775,"M3126",0.01,"No"
"20785",42775,"M3172",0.25,"Yes"
"20786",42775,"M3342",0.24,"Yes"
"20787",42775,"M3437",0.04,"No"
"20788",42775,"M3456",0.05,"No"
"20789",42775,"M382",0.11,"Yes"
"20790",42775,"M3868",0.21,"Yes"
"20791",42796,"M1008",0.06,"No"
"20792",42796,"M1707",0,"No"
"20793",42796,"M1883",0,"No"
"20794",42796,"M2168",0.62,"Yes"
"20795",42796,"M2203",0,"No"
"20796",42796,"M2493",0,"No"
"20797",42796,"M3123",0.36,"Yes"
"20798",42796,"M3126",0.02,"No"
"20799",42796,"M3172",0.66,"Yes"
"20800",42796,"M3342",0.68,"Yes"
"20801",42796,"M3437",0.33,"Yes"
"20802",42796,"M3456",0.24,"No"
"20803",42796,"M382",0.22,"No"
"20804",42796,"M3868",0.03,"No"
"20805",42802,"M1008",0,"No"
"20806",42802,"M1707",0,"No"
"20807",42802,"M1883",0,"No"
"20808",42802,"M2168",0.11,"Yes"
"20809",42802,"M2203",0,"No"
"20810",42802,"M2493",0.01,"No"
"20811",42802,"M3123",0.07,"Yes"
"20812",42802,"M3126",0,"No"
"20813",42802,"M3172",0.55,"Yes"
"20814",42802,"M3342",0.01,"No"
"20815",42802,"M3437",0,"No"
"20816",42802,"M3456",0.1,"Yes"
"20817",42802,"M382",0.01,"No"
"20818",42802,"M3868",0.04,"Yes"
"20819",42803,"M1008",0.05,"No"
"20820",42803,"M1707",0.02,"No"
"20821",42803,"M1883",0.01,"No"
"20822",42803,"M2168",0.48,"Yes"
"20823",42803,"M2203",0,"No"
"20824",42803,"M2493",0,"No"
"20825",42803,"M3123",0.06,"No"
"20826",42803,"M3126",0,"No"
"20827",42803,"M3172",0.49,"Yes"
"20828",42803,"M3342",0.04,"No"
"20829",42803,"M3437",0.01,"No"
"20830",42803,"M3456",0.46,"Yes"
"20831",42803,"M382",0.08,"Yes"
"20832",42803,"M3868",0.39,"Yes"
"20833",42861,"M1008",0.04,"No"
"20834",42861,"M1707",0,"No"
"20835",42861,"M1883",0,"No"
"20836",42861,"M2168",0.53,"Yes"
"20837",42861,"M2203",0,"No"
"20838",42861,"M2493",0,"No"
"20839",42861,"M3123",0.19,"Yes"
"20840",42861,"M3126",0.01,"No"
"20841",42861,"M3172",0.67,"Yes"
"20842",42861,"M3342",0.05,"No"
"20843",42861,"M3437",0.02,"No"
"20844",42861,"M3456",0.11,"Yes"
"20845",42861,"M382",0.47,"Yes"
"20846",42861,"M3868",0.04,"No"
"20847",42869,"M1008",0.03,"No"
"20848",42869,"M1707",0.01,"No"
"20849",42869,"M1883",0.03,"No"
"20850",42869,"M2168",0.62,"Yes"
"20851",42869,"M2203",0.16,"No"
"20852",42869,"M2493",0,"No"
"20853",42869,"M3123",0.07,"No"
"20854",42869,"M3126",0.01,"No"
"20855",42869,"M3172",0.54,"Yes"
"20856",42869,"M3342",0.06,"No"
"20857",42869,"M3437",0.2,"No"
"20858",42869,"M3456",0.39,"Yes"
"20859",42869,"M382",0.39,"Yes"
"20860",42869,"M3868",0.6,"Yes"
"20861",42872,"M1008",0.04,"No"
"20862",42872,"M1707",0,"No"
"20863",42872,"M1883",0,"No"
"20864",42872,"M2168",0.56,"Yes"
"20865",42872,"M2203",0,"No"
"20866",42872,"M2493",0,"No"
"20867",42872,"M3123",0.03,"No"
"20868",42872,"M3126",0,"No"
"20869",42872,"M3172",0.29,"Yes"
"20870",42872,"M3342",0.06,"No"
"20871",42872,"M3437",0.36,"Yes"
"20872",42872,"M3456",0.78,"Yes"
"20873",42872,"M382",0.1,"Yes"
"20874",42872,"M3868",0.04,"No"
"20875",42904,"M1008",0,"No"
"20876",42904,"M1707",0,"No"
"20877",42904,"M1883",0,"No"
"20878",42904,"M2168",0.26,"Yes"
"20879",42904,"M2203",0,"No"
"20880",42904,"M2493",0,"No"
"20881",42904,"M3123",0.01,"No"
"20882",42904,"M3126",0,"No"
"20883",42904,"M3172",0.32,"Yes"
"20884",42904,"M3342",0.17,"Yes"
"20885",42904,"M3437",0.27,"Yes"
"20886",42904,"M3456",0.17,"No"
"20887",42904,"M382",0,"No"
"20888",42904,"M3868",0.25,"Yes"
"20889",42966,"M1008",0,"No"
"20890",42966,"M1707",0,"No"
"20891",42966,"M1883",0,"No"
"20892",42966,"M2168",0.27,"Yes"
"20893",42966,"M2203",0,"No"
"20894",42966,"M2493",0.01,"No"
"20895",42966,"M3123",0.38,"Yes"
"20896",42966,"M3126",0.05,"No"
"20897",42966,"M3172",0.35,"Yes"
"20898",42966,"M3342",0.42,"Yes"
"20899",42966,"M3437",0.28,"Yes"
"20900",42966,"M3456",0.26,"No"
"20901",42966,"M382",0.16,"No"
"20902",42966,"M3868",0.04,"No"
"20903",42974,"M1008",0.1,"No"
"20904",42974,"M1707",0,"No"
"20905",42974,"M1883",0,"No"
"20906",42974,"M2168",0.22,"Yes"
"20907",42974,"M2203",0,"No"
"20908",42974,"M2493",0,"No"
"20909",42974,"M3123",0.18,"Yes"
"20910",42974,"M3126",0.01,"No"
"20911",42974,"M3172",0.45,"Yes"
"20912",42974,"M3342",0.13,"Yes"
"20913",42974,"M3437",0.04,"No"
"20914",42974,"M3456",0.18,"Yes"
"20915",42974,"M382",0.1,"No"
"20916",42974,"M3868",0.01,"No"
"20917",42981,"M1008",0.02,"No"
"20918",42981,"M1707",0.01,"No"
"20919",42981,"M1883",0,"No"
"20920",42981,"M2168",0.48,"Yes"
"20921",42981,"M2203",0,"No"
"20922",42981,"M2493",0,"No"
"20923",42981,"M3123",0.03,"No"
"20924",42981,"M3126",0,"No"
"20925",42981,"M3172",0.34,"Yes"
"20926",42981,"M3342",0.01,"No"
"20927",42981,"M3437",0.01,"No"
"20928",42981,"M3456",0.28,"Yes"
"20929",42981,"M382",0.17,"Yes"
"20930",42981,"M3868",0.05,"Yes"
"20931",43120,"M1008",0.25,"Yes"
"20932",43120,"M1707",0,"No"
"20933",43120,"M1883",0.04,"No"
"20934",43120,"M2168",0.15,"No"
"20935",43120,"M2203",0.02,"No"
"20936",43120,"M2493",0,"No"
"20937",43120,"M3123",0.18,"No"
"20938",43120,"M3126",0.02,"No"
"20939",43120,"M3172",0.17,"No"
"20940",43120,"M3342",0.19,"Yes"
"20941",43120,"M3437",0.51,"Yes"
"20942",43120,"M3456",0.62,"Yes"
"20943",43120,"M382",0.23,"Yes"
"20944",43120,"M3868",0.02,"No"
"20945",43134,"M1008",0.09,"No"
"20946",43134,"M1707",0,"No"
"20947",43134,"M1883",0.04,"No"
"20948",43134,"M2168",0.36,"Yes"
"20949",43134,"M2203",0.01,"No"
"20950",43134,"M2493",0.02,"No"
"20951",43134,"M3123",0.11,"Yes"
"20952",43134,"M3126",0.01,"No"
"20953",43134,"M3172",0.21,"Yes"
"20954",43134,"M3342",0.09,"No"
"20955",43134,"M3437",0.07,"No"
"20956",43134,"M3456",0.5,"Yes"
"20957",43134,"M382",0.29,"Yes"
"20958",43134,"M3868",0.04,"No"
"20959",43139,"M1008",0,"No"
"20960",43139,"M1707",0,"No"
"20961",43139,"M1883",0.01,"No"
"20962",43139,"M2168",0.02,"No"
"20963",43139,"M2203",0.01,"No"
"20964",43139,"M2493",0,"No"
"20965",43139,"M3123",0.01,"No"
"20966",43139,"M3126",0.02,"No"
"20967",43139,"M3172",0.27,"Yes"
"20968",43139,"M3342",0.34,"Yes"
"20969",43139,"M3437",0.03,"Yes"
"20970",43139,"M3456",0.05,"Yes"
"20971",43139,"M382",0.01,"No"
"20972",43139,"M3868",0.1,"Yes"
"20973",43161,"M1008",0,"No"
"20974",43161,"M1707",0.09,"No"
"20975",43161,"M1883",0,"No"
"20976",43161,"M2168",0.83,"Yes"
"20977",43161,"M2203",0.01,"No"
"20978",43161,"M2493",0,"No"
"20979",43161,"M3123",0.21,"Yes"
"20980",43161,"M3126",0,"No"
"20981",43161,"M3172",0.39,"Yes"
"20982",43161,"M3342",0.07,"No"
"20983",43161,"M3437",0.11,"Yes"
"20984",43161,"M3456",0.63,"Yes"
"20985",43161,"M382",0.05,"No"
"20986",43161,"M3868",0.06,"No"
"20987",43162,"M1008",0.03,"No"
"20988",43162,"M1707",0.01,"No"
"20989",43162,"M1883",0.01,"No"
"20990",43162,"M2168",0.09,"No"
"20991",43162,"M2203",0,"No"
"20992",43162,"M2493",0,"No"
"20993",43162,"M3123",0.03,"No"
"20994",43162,"M3126",0,"No"
"20995",43162,"M3172",0.15,"Yes"
"20996",43162,"M3342",0.15,"Yes"
"20997",43162,"M3437",0.1,"Yes"
"20998",43162,"M3456",0.2,"Yes"
"20999",43162,"M382",0.12,"Yes"
"21000",43162,"M3868",0.02,"No"
"21001",43173,"M1008",0.04,"No"
"21002",43173,"M1707",0.02,"No"
"21003",43173,"M1883",0.04,"No"
"21004",43173,"M2168",0.14,"Yes"
"21005",43173,"M2203",0.01,"No"
"21006",43173,"M2493",0.01,"No"
"21007",43173,"M3123",0.02,"No"
"21008",43173,"M3126",0,"No"
"21009",43173,"M3172",0.16,"Yes"
"21010",43173,"M3342",0.34,"Yes"
"21011",43173,"M3437",0.11,"No"
"21012",43173,"M3456",0.46,"Yes"
"21013",43173,"M382",0.13,"Yes"
"21014",43173,"M3868",0.06,"No"
"21015",43205,"M1008",0.06,"No"
"21016",43205,"M1707",0.01,"No"
"21017",43205,"M1883",0,"No"
"21018",43205,"M2168",0.29,"Yes"
"21019",43205,"M2203",0.01,"No"
"21020",43205,"M2493",0.01,"No"
"21021",43205,"M3123",0.12,"No"
"21022",43205,"M3126",0,"No"
"21023",43205,"M3172",0.6,"Yes"
"21024",43205,"M3342",0.05,"No"
"21025",43205,"M3437",0.11,"No"
"21026",43205,"M3456",0.82,"Yes"
"21027",43205,"M382",0.35,"Yes"
"21028",43205,"M3868",0.18,"Yes"
"21029",43223,"M1008",0,"No"
"21030",43223,"M1707",0,"No"
"21031",43223,"M1883",0,"No"
"21032",43223,"M2168",0.05,"No"
"21033",43223,"M2203",0,"No"
"21034",43223,"M2493",0.01,"No"
"21035",43223,"M3123",0.05,"No"
"21036",43223,"M3126",0.01,"No"
"21037",43223,"M3172",0.42,"Yes"
"21038",43223,"M3342",0.31,"Yes"
"21039",43223,"M3437",0.06,"Yes"
"21040",43223,"M3456",0.18,"Yes"
"21041",43223,"M382",0.03,"No"
"21042",43223,"M3868",0.05,"Yes"
"21043",43236,"M1008",0,"No"
"21044",43236,"M1707",0,"No"
"21045",43236,"M1883",0,"No"
"21046",43236,"M2168",0.07,"Yes"
"21047",43236,"M2203",0,"No"
"21048",43236,"M2493",0,"No"
"21049",43236,"M3123",0.01,"No"
"21050",43236,"M3126",0,"No"
"21051",43236,"M3172",0.11,"Yes"
"21052",43236,"M3342",0.07,"Yes"
"21053",43236,"M3437",0.06,"No"
"21054",43236,"M3456",0.44,"Yes"
"21055",43236,"M382",0.17,"Yes"
"21056",43236,"M3868",0.04,"No"
"21057",43265,"M1008",0,"No"
"21058",43265,"M1707",0,"No"
"21059",43265,"M1883",0.01,"No"
"21060",43265,"M2168",0.48,"Yes"
"21061",43265,"M2203",0,"No"
"21062",43265,"M2493",0.02,"No"
"21063",43265,"M3123",0.11,"Yes"
"21064",43265,"M3126",0,"No"
"21065",43265,"M3172",0.12,"Yes"
"21066",43265,"M3342",0.05,"No"
"21067",43265,"M3437",0.06,"Yes"
"21068",43265,"M3456",0.03,"No"
"21069",43265,"M382",0.03,"No"
"21070",43265,"M3868",0.07,"Yes"
"21071",43276,"M1008",0.07,"No"
"21072",43276,"M1707",0.08,"No"
"21073",43276,"M1883",0.01,"No"
"21074",43276,"M2168",0.42,"Yes"
"21075",43276,"M2203",0,"No"
"21076",43276,"M2493",0,"No"
"21077",43276,"M3123",0.06,"No"
"21078",43276,"M3126",0,"No"
"21079",43276,"M3172",0.18,"Yes"
"21080",43276,"M3342",0.02,"No"
"21081",43276,"M3437",0.08,"No"
"21082",43276,"M3456",0.31,"Yes"
"21083",43276,"M382",0.19,"Yes"
"21084",43276,"M3868",0.39,"Yes"
"21085",43280,"M1008",0.01,"No"
"21086",43280,"M1707",0,"No"
"21087",43280,"M1883",0,"No"
"21088",43280,"M2168",0.04,"No"
"21089",43280,"M2203",0,"No"
"21090",43280,"M2493",0,"No"
"21091",43280,"M3123",0.15,"Yes"
"21092",43280,"M3126",0.01,"No"
"21093",43280,"M3172",0.08,"Yes"
"21094",43280,"M3342",0.23,"Yes"
"21095",43280,"M3437",0.06,"No"
"21096",43280,"M3456",0.29,"Yes"
"21097",43280,"M382",0.14,"Yes"
"21098",43280,"M3868",0.01,"No"
"21099",43299,"M1008",0.04,"No"
"21100",43299,"M1707",0,"No"
"21101",43299,"M1883",0.01,"No"
"21102",43299,"M2168",0.16,"Yes"
"21103",43299,"M2203",0.01,"No"
"21104",43299,"M2493",0,"No"
"21105",43299,"M3123",0.08,"No"
"21106",43299,"M3126",0,"No"
"21107",43299,"M3172",0.18,"Yes"
"21108",43299,"M3342",0.12,"No"
"21109",43299,"M3437",0.14,"Yes"
"21110",43299,"M3456",0.39,"Yes"
"21111",43299,"M382",0.2,"Yes"
"21112",43299,"M3868",0.03,"No"
"21113",43300,"M1008",0.01,"No"
"21114",43300,"M1707",0,"No"
"21115",43300,"M1883",0.01,"No"
"21116",43300,"M2168",0.08,"No"
"21117",43300,"M2203",0,"No"
"21118",43300,"M2493",0,"No"
"21119",43300,"M3123",0.03,"No"
"21120",43300,"M3126",0,"No"
"21121",43300,"M3172",0.55,"Yes"
"21122",43300,"M3342",0.24,"Yes"
"21123",43300,"M3437",0.07,"No"
"21124",43300,"M3456",0.5,"Yes"
"21125",43300,"M382",0.23,"Yes"
"21126",43300,"M3868",0.59,"Yes"
"21127",43355,"M1008",0.01,"No"
"21128",43355,"M1707",0,"No"
"21129",43355,"M1883",0,"No"
"21130",43355,"M2168",0.38,"Yes"
"21131",43355,"M2203",0,"No"
"21132",43355,"M2493",0.01,"No"
"21133",43355,"M3123",0.04,"No"
"21134",43355,"M3126",0.02,"No"
"21135",43355,"M3172",0.28,"Yes"
"21136",43355,"M3342",0.1,"No"
"21137",43355,"M3437",0.39,"Yes"
"21138",43355,"M3456",0.49,"Yes"
"21139",43355,"M382",0.27,"Yes"
"21140",43355,"M3868",0.04,"No"
"21141",43416,"M1008",0,"No"
"21142",43416,"M1707",0,"No"
"21143",43416,"M1883",0,"No"
"21144",43416,"M2168",0.7,"Yes"
"21145",43416,"M2203",0,"No"
"21146",43416,"M2493",0,"No"
"21147",43416,"M3123",0.01,"No"
"21148",43416,"M3126",0,"No"
"21149",43416,"M3172",0.24,"Yes"
"21150",43416,"M3342",0.03,"No"
"21151",43416,"M3437",0.16,"Yes"
"21152",43416,"M3456",0.44,"Yes"
"21153",43416,"M382",0.05,"Yes"
"21154",43416,"M3868",0.03,"No"
"21155",43445,"M1008",0,"No"
"21156",43445,"M1707",0,"No"
"21157",43445,"M1883",0.02,"No"
"21158",43445,"M2168",0.07,"No"
"21159",43445,"M2203",0,"No"
"21160",43445,"M2493",0,"No"
"21161",43445,"M3123",0.04,"No"
"21162",43445,"M3126",0,"No"
"21163",43445,"M3172",0.64,"Yes"
"21164",43445,"M3342",0.04,"No"
"21165",43445,"M3437",0.07,"Yes"
"21166",43445,"M3456",0.23,"Yes"
"21167",43445,"M382",0.07,"Yes"
"21168",43445,"M3868",0.25,"Yes"
"21169",43491,"M1008",0.03,"No"
"21170",43491,"M1707",0.01,"No"
"21171",43491,"M1883",0,"No"
"21172",43491,"M2168",0.8,"Yes"
"21173",43491,"M2203",0,"No"
"21174",43491,"M2493",0,"No"
"21175",43491,"M3123",0.06,"No"
"21176",43491,"M3126",0,"No"
"21177",43491,"M3172",0.76,"Yes"
"21178",43491,"M3342",0.3,"Yes"
"21179",43491,"M3437",0.04,"No"
"21180",43491,"M3456",0.15,"Yes"
"21181",43491,"M382",0.07,"No"
"21182",43491,"M3868",0.4,"Yes"
"21183",43518,"M1008",0,"No"
"21184",43518,"M1707",0,"No"
"21185",43518,"M1883",0,"No"
"21186",43518,"M2168",0.24,"Yes"
"21187",43518,"M2203",0,"No"
"21188",43518,"M2493",0,"No"
"21189",43518,"M3123",0.12,"No"
"21190",43518,"M3126",0,"No"
"21191",43518,"M3172",0.36,"Yes"
"21192",43518,"M3342",0.1,"No"
"21193",43518,"M3437",0.17,"Yes"
"21194",43518,"M3456",0.46,"Yes"
"21195",43518,"M382",0.14,"No"
"21196",43518,"M3868",0.47,"Yes"
"21197",43644,"M1008",0.01,"No"
"21198",43644,"M1707",0,"No"
"21199",43644,"M1883",0,"No"
"21200",43644,"M2168",0.55,"Yes"
"21201",43644,"M2203",0.01,"No"
"21202",43644,"M2493",0.01,"No"
"21203",43644,"M3123",0.31,"Yes"
"21204",43644,"M3126",0,"No"
"21205",43644,"M3172",0.06,"No"
"21206",43644,"M3342",0,"No"
"21207",43644,"M3437",0.16,"Yes"
"21208",43644,"M3456",0.58,"Yes"
"21209",43644,"M382",0.08,"No"
"21210",43644,"M3868",0.34,"Yes"
"21211",43646,"M1008",0,"No"
"21212",43646,"M1707",0,"No"
"21213",43646,"M1883",0,"No"
"21214",43646,"M2168",0.11,"Yes"
"21215",43646,"M2203",0,"No"
"21216",43646,"M2493",0,"No"
"21217",43646,"M3123",0.04,"Yes"
"21218",43646,"M3126",0,"No"
"21219",43646,"M3172",0.14,"Yes"
"21220",43646,"M3342",0.19,"Yes"
"21221",43646,"M3437",0.02,"No"
"21222",43646,"M3456",0.01,"No"
"21223",43646,"M382",0,"No"
"21224",43646,"M3868",0.02,"Yes"
"21225",43664,"M1008",0.01,"No"
"21226",43664,"M1707",0,"No"
"21227",43664,"M1883",0.01,"No"
"21228",43664,"M2168",0.22,"Yes"
"21229",43664,"M2203",0.01,"No"
"21230",43664,"M2493",0.01,"No"
"21231",43664,"M3123",0.11,"No"
"21232",43664,"M3126",0.01,"No"
"21233",43664,"M3172",0.18,"Yes"
"21234",43664,"M3342",0.55,"Yes"
"21235",43664,"M3437",0.38,"Yes"
